"State","State Code","Gender","Gender Code","Year","Year Code","Deaths","Population","Crude Rate"
"South Carolina","45","Female","F","2005","2005",94,2192345,4.3
"South Carolina","45","Female","F","2006","2006",124,2237655,5.5
"South Carolina","45","Female","F","2007","2007",96,2280792,4.2
"South Carolina","45","Female","F","2008","2008",77,2325047,3.3
"South Carolina","45","Female","F","2009","2009",106,2357030,4.5
"South Carolina","45","Female","F","2010","2010",102,2375263,4.3
"South Carolina","45","Female","F","2011","2011",128,2402602,5.3
"South Carolina","45","Female","F","2012","2012",130,2426510,5.4
"South Carolina","45","Female","F","2013","2013",136,2451720,5.5
"South Carolina","45","Female","F","2014","2014",139,2483088,5.6
"South Carolina","45","Female","F","2015","2015",154,2517178,6.1
"South Carolina","45","Female","F","2016","2016",150,2553185,5.9
"South Carolina","45","Male","M","1999","1999",432,1929076,22.4
"South Carolina","45","Male","M","2000","2000",401,1948929,20.6
"South Carolina","45","Male","M","2001","2001",443,1975032,22.4
"South Carolina","45","Male","M","2002","2002",471,1996726,23.6
"South Carolina","45","Male","M","2003","2003",479,2016330,23.8
"South Carolina","45","Male","M","2004","2004",471,2048616,23
"South Carolina","45","Male","M","2005","2005",489,2077805,23.5
"South Carolina","45","Male","M","2006","2006",482,2120192,22.7
"South Carolina","45","Male","M","2007","2007",484,2163318,22.4
"South Carolina","45","Male","M","2008","2008",529,2203949,24
"South Carolina","45","Male","M","2009","2009",523,2232842,23.4
"South Carolina","45","Male","M","2010","2010",539,2250101,24
"South Carolina","45","Male","M","2011","2011",568,2276628,24.9
"South Carolina","45","Male","M","2012","2012",602,2297213,26.2
"South Carolina","45","Male","M","2013","2013",593,2323119,25.5
"South Carolina","45","Male","M","2014","2014",619,2349394,26.3
"South Carolina","45","Male","M","2015","2015",687,2378968,28.9
"South Carolina","45","Male","M","2016","2016",732,2407934,30.4
"South Dakota","46","Female","F","1999","1999",10,378500,"Unreliable"
"South Dakota","46","Female","F","2003","2003",10,383633,"Unreliable"
"South Dakota","46","Female","F","2008","2008",13,400236,"Unreliable"
"South Dakota","46","Female","F","2010","2010",10,406799,"Unreliable"
"South Dakota","46","Female","F","2011","2011",11,410905,"Unreliable"
"South Dakota","46","Female","F","2012","2012",11,415038,"Unreliable"
"South Dakota","46","Female","F","2014","2014",17,423862,"Unreliable"
"South Dakota","46","Female","F","2015","2015",13,426493,"Unreliable"
"South Dakota","46","Female","F","2016","2016",17,429182,"Unreliable"
"South Dakota","46","Male","M","1999","1999",59,371912,15.9
"South Dakota","46","Male","M","2000","2000",54,374558,14.4
"South Dakota","46","Male","M","2001","2001",47,376435,12.5
"South Dakota","46","Male","M","2002","2002",55,377692,14.6
"South Dakota","46","Male","M","2003","2003",61,380096,16
"South Dakota","46","Male","M","2004","2004",66,383719,17.2
"South Dakota","46","Male","M","2005","2005",77,386472,19.9
"South Dakota","46","Male","M","2006","2006",67,390613,17.2
"South Dakota","46","Male","M","2007","2007",45,394973,11.4
"South Dakota","46","Male","M","2008","2008",69,398888,17.3
"South Dakota","46","Male","M","2009","2009",70,403869,17.3
"South Dakota","46","Male","M","2010","2010",62,407381,15.2
"South Dakota","46","Male","M","2011","2011",56,413177,13.6
"South Dakota","46","Male","M","2012","2012",73,418316,17.5
"South Dakota","46","Male","M","2013","2013",70,424378,16.5
"South Dakota","46","Male","M","2014","2014",69,429313,16.1
"South Dakota","46","Male","M","2015","2015",80,431976,18.5
"South Dakota","46","Male","M","2016","2016",86,436272,19.7
"Tennessee","47","Female","F","1999","1999",128,2897466,4.4
"Tennessee","47","Female","F","2000","2000",132,2919008,4.5
"Tennessee","47","Female","F","2001","2001",128,2948421,4.3
"Tennessee","47","Female","F","2002","2002",155,2971873,5.2
"Tennessee","47","Female","F","2003","2003",142,3000983,4.7
"Tennessee","47","Female","F","2004","2004",137,3027931,4.5
"Tennessee","47","Female","F","2005","2005",147,3068439,4.8
"Tennessee","47","Female","F","2006","2006",150,3121455,4.8
"Tennessee","47","Female","F","2007","2007",154,3162280,4.9
"Tennessee","47","Female","F","2008","2008",159,3203115,5
"Tennessee","47","Female","F","2009","2009",121,3231769,3.7
"Tennessee","47","Female","F","2010","2010",154,3252601,4.7
"Tennessee","47","Female","F","2011","2011",163,3282422,5
"Tennessee","47","Female","F","2012","2012",150,3307480,4.5
"Tennessee","47","Female","F","2013","2013",161,3328884,4.8
"Tennessee","47","Female","F","2014","2014",150,3357172,4.5
"Tennessee","47","Female","F","2015","2015",168,3382838,5
"Tennessee","47","Female","F","2016","2016",179,3408679,5.3
"Tennessee","47","Male","M","1999","1999",702,2741240,25.6
"Tennessee","47","Male","M","2000","2000",756,2770275,27.3
"Tennessee","47","Male","M","2001","2001",708,2802368,25.3
"Tennessee","47","Male","M","2002","2002",735,2824045,26
"Tennessee","47","Male","M","2003","2003",687,2846829,24.1
"Tennessee","47","Male","M","2004","2004",713,2882878,24.7
"Tennessee","47","Male","M","2005","2005",812,2922618,27.8
"Tennessee","47","Male","M","2006","2006",779,2967311,26.3
"Tennessee","47","Male","M","2007","2007",756,3013447,25.1
"Tennessee","47","Male","M","2008","2008",803,3044296,26.4
"Tennessee","47","Male","M","2009","2009",829,3074250,27
"Tennessee","47","Male","M","2010","2010",756,3093504,24.4
"Tennessee","47","Male","M","2011","2011",764,3120931,24.5
"Tennessee","47","Male","M","2012","2012",828,3148763,26.3
"Tennessee","47","Male","M","2013","2013",843,3167094,26.6
"Tennessee","47","Male","M","2014","2014",819,3192180,25.7
"Tennessee","47","Male","M","2015","2015",861,3217461,26.8
"Tennessee","47","Male","M","2016","2016",949,3242515,29.3
"Texas","48","Female","F","1999","1999",332,10360202,3.2
"Texas","48","Female","F","2000","2000",359,10498910,3.4
"Texas","48","Female","F","2001","2001",366,10731190,3.4
"Texas","48","Female","F","2002","2002",356,10914653,3.3
"Texas","48","Female","F","2003","2003",387,11095953,3.5
"Texas","48","Female","F","2004","2004",377,11278402,3.3
"Texas","48","Female","F","2005","2005",385,11470439,3.4
"Texas","48","Female","F","2006","2006",404,11771243,3.4
"Texas","48","Female","F","2007","2007",362,12010572,3
"Texas","48","Female","F","2008","2008",411,12249936,3.4
"Texas","48","Female","F","2009","2009",417,12500150,3.3
"Texas","48","Female","F","2010","2010",409,12673281,3.2
"Texas","48","Female","F","2011","2011",426,12932239,3.3
"Texas","48","Female","F","2012","2012",411,13111469,3.1
"Texas","48","Female","F","2013","2013",443,13301191,3.3
"Texas","48","Female","F","2014","2014",484,13574572,3.6
"Texas","48","Female","F","2015","2015",525,13831324,3.8
"Texas","48","Female","F","2016","2016",561,14031164,4
"Texas","48","Male","M","1999","1999",1752,10198018,17.2
"Texas","48","Male","M","2000","2000",1774,10352910,17.1
"Texas","48","Male","M","2001","2001",1942,10588432,18.3
"Texas","48","Male","M","2002","2002",1901,10775672,17.6
"Texas","48","Male","M","2003","2003",1994,10934978,18.2
"Texas","48","Male","M","2004","2004",1927,11115621,17.3
"Texas","48","Male","M","2005","2005",2067,11307684,18.3
"Texas","48","Male","M","2006","2006",1985,11588337,17.1
"Texas","48","Male","M","2007","2007",2156,11821411,18.2
"Texas","48","Male","M","2008","2008",2147,12059103,17.8
"Texas","48","Male","M","2009","2009",2224,12301611,18.1
"Texas","48","Male","M","2010","2010",2260,12472280,18.1
"Texas","48","Male","M","2011","2011",2127,12742442,16.7
"Texas","48","Male","M","2012","2012",2272,12947734,17.5
"Texas","48","Male","M","2013","2013",2287,13147002,17.4
"Texas","48","Male","M","2014","2014",2310,13382386,17.3
"Texas","48","Male","M","2015","2015",2622,13637790,19.2
"Texas","48","Male","M","2016","2016",2724,13831432,19.7
"Utah","49","Female","F","1999","1999",21,1100167,1.9
"Utah","49","Female","F","2000","2000",27,1114138,2.4
"Utah","49","Female","F","2001","2001",35,1139182,3.1
"Utah","49","Female","F","2002","2002",26,1158853,2.2
"Utah","49","Female","F","2003","2003",27,1175867,2.3
"Utah","49","Female","F","2004","2004",25,1196749,2.1
"Utah","49","Female","F","2005","2005",26,1224741,2.1
"Utah","49","Female","F","2006","2006",35,1257991,2.8
"Utah","49","Female","F","2007","2007",38,1292672,2.9
"Utah","49","Female","F","2008","2008",30,1325631,2.3
"Utah","49","Female","F","2009","2009",39,1355509,2.9
"Utah","49","Female","F","2010","2010",42,1375568,3.1
"Utah","49","Female","F","2011","2011",52,1401715,3.7
"Utah","49","Female","F","2012","2012",36,1419427,2.5
"Utah","49","Female","F","2013","2013",48,1441891,3.3
"Utah","49","Female","F","2014","2014",48,1463152,3.3
"Utah","49","Female","F","2015","2015",48,1488819,3.2
"Utah","49","Female","F","2016","2016",54,1515323,3.6
"Utah","49","Male","M","1999","1999",163,1103315,14.8
"Utah","49","Male","M","2000","2000",164,1119031,14.7
"Utah","49","Male","M","2001","2001",191,1144533,16.7
"Utah","49","Male","M","2002","2002",175,1165962,15
"Utah","49","Male","M","2003","2003",196,1184270,16.6
"Utah","49","Male","M","2004","2004",192,1204831,15.9
"Utah","49","Male","M","2005","2005",198,1232978,16.1
"Utah","49","Male","M","2006","2006",185,1267516,14.6
"Utah","49","Male","M","2007","2007",202,1305074,15.5
"Utah","49","Male","M","2008","2008",195,1337398,14.6
"Utah","49","Male","M","2009","2009",210,1367912,15.4
"Utah","49","Male","M","2010","2010",264,1388317,19
"Utah","49","Male","M","2011","2011",244,1415507,17.2
"Utah","49","Male","M","2012","2012",278,1435860,19.4
"Utah","49","Male","M","2013","2013",282,1458981,19.3
"Utah","49","Male","M","2014","2014",273,1479750,18.4
"Utah","49","Male","M","2015","2015",310,1507100,20.6
"Utah","49","Male","M","2016","2016",306,1535894,19.9
"Vermont","50","Female","F","1999","1999",10,308398,"Unreliable"
"Vermont","50","Female","F","2010","2010",10,317535,"Unreliable"
"Vermont","50","Female","F","2013","2013",14,317442,"Unreliable"
"Vermont","50","Male","M","1999","1999",46,296285,15.5
"Vermont","50","Male","M","2000","2000",49,298337,16.4
"Vermont","50","Male","M","2001","2001",46,300444,15.3
"Vermont","50","Male","M","2002","2002",54,302483,17.9
"Vermont","50","Male","M","2003","2003",44,303652,14.5
"Vermont","50","Male","M","2004","2004",57,304840,18.7
"Vermont","50","Male","M","2005","2005",37,305793,12.1
"Vermont","50","Male","M","2006","2006",44,306602,14.4
"Vermont","50","Male","M","2007","2007",45,306943,14.7
"Vermont","50","Male","M","2008","2008",48,307429,15.6
"Vermont","50","Male","M","2009","2009",53,307689,17.2
"Vermont","50","Male","M","2010","2010",59,308206,19.1
"Vermont","50","Male","M","2011","2011",69,308850,22.3
"Vermont","50","Male","M","2012","2012",53,308778,17.2
"Vermont","50","Male","M","2013","2013",49,309188,15.8
"Vermont","50","Male","M","2014","2014",60,308849,19.4
"Vermont","50","Male","M","2015","2015",63,308526,20.4
"Vermont","50","Male","M","2016","2016",71,308466,23
"Virginia","51","Female","F","1999","1999",127,3569683,3.6
"Virginia","51","Female","F","2000","2000",137,3606620,3.8
"Virginia","51","Female","F","2001","2001",128,3665386,3.5
"Virginia","51","Female","F","2002","2002",126,3713695,3.4
"Virginia","51","Female","F","2003","2003",117,3757780,3.1
"Virginia","51","Female","F","2004","2004",132,3814310,3.5
"Virginia","51","Female","F","2005","2005",125,3863646,3.2
"Virginia","51","Female","F","2006","2006",128,3908475,3.3
"Virginia","51","Female","F","2007","2007",130,3947966,3.3
"Virginia","51","Female","F","2008","2008",106,3988983,2.7
"Virginia","51","Female","F","2009","2009",120,4037895,3
"Virginia","51","Female","F","2010","2010",126,4075041,3.1
"Virginia","51","Female","F","2011","2011",140,4120439,3.4
"Virginia","51","Female","F","2012","2012",104,4164342,2.5
"Virginia","51","Female","F","2013","2013",137,4198203,3.3
"Virginia","51","Female","F","2014","2014",138,4231045,3.3
"Virginia","51","Female","F","2015","2015",146,4258228,3.4
"Virginia","51","Female","F","2016","2016",162,4274994,3.8
"Virginia","51","Male","M","1999","1999",680,3430491,19.8
"Virginia","51","Male","M","2000","2000",646,3471895,18.6
"Virginia","51","Male","M","2001","2001",627,3532976,17.7
"Virginia","51","Male","M","2002","2002",669,3573178,18.7
"Virginia","51","Male","M","2003","2003",683,3609197,18.9
"Virginia","51","Male","M","2004","2004",673,3661265,18.4
"Virginia","51","Male","M","2005","2005",745,3713459,20.1
"Virginia","51","Male","M","2006","2006",668,3765250,17.7
"Virginia","51","Male","M","2007","2007",675,3803034,17.7
"Virginia","51","Male","M","2008","2008",680,3844513,17.7
"Virginia","51","Male","M","2009","2009",692,3888042,17.8
"Virginia","51","Male","M","2010","2010",734,3925983,18.7
"Virginia","51","Male","M","2011","2011",706,3976165,17.8
"Virginia","51","Male","M","2012","2012",718,4021525,17.9
"Virginia","51","Male","M","2013","2013",707,4062202,17.4
"Virginia","51","Male","M","2014","2014",735,4095244,17.9
"Virginia","51","Male","M","2015","2015",774,4124765,18.8
"Virginia","51","Male","M","2016","2016",871,4136814,21.1
"Washington","53","Female","F","1999","1999",82,2934901,2.8
"Washington","53","Female","F","2000","2000",76,2959821,2.6
"Washington","53","Female","F","2001","2001",88,3002080,2.9
"Washington","53","Female","F","2002","2002",72,3036742,2.4
"Washington","53","Female","F","2003","2003",79,3065739,2.6
"Washington","53","Female","F","2004","2004",90,3107815,2.9
"Washington","53","Female","F","2005","2005",69,3145396,2.2
"Washington","53","Female","F","2006","2006",61,3200695,1.9
"Washington","53","Female","F","2007","2007",65,3247800,2
"Washington","53","Female","F","2008","2008",66,3293162,2
"Washington","53","Female","F","2009","2009",97,3343920,2.9
"Washington","53","Female","F","2010","2010",99,3374833,2.9
"Washington","53","Female","F","2011","2011",93,3420356,2.7
"Washington","53","Female","F","2012","2012",95,3455462,2.7
"Washington","53","Female","F","2013","2013",90,3488736,2.6
"Washington","53","Female","F","2014","2014",105,3531595,3
"Washington","53","Female","F","2015","2015",130,3585353,3.6
"Washington","53","Female","F","2016","2016",96,3646600,2.6
"Washington","53","Male","M","1999","1999",488,2907663,16.8
"Washington","53","Male","M","2000","2000",434,2934300,14.8
"Washington","53","Male","M","2001","2001",413,2983642,13.8
"Washington","53","Male","M","2002","2002",484,3015607,16
"Washington","53","Male","M","2003","2003",474,3038376,15.6
"Washington","53","Male","M","2004","2004",467,3070830,15.2
"Washington","53","Male","M","2005","2005",480,3111909,15.4
"Washington","53","Male","M","2006","2006",468,3170058,14.8
"Washington","53","Male","M","2007","2007",475,3213787,14.8
"Washington","53","Male","M","2008","2008",509,3269069,15.6
"Washington","53","Male","M","2009","2009",495,3323506,14.9
"Washington","53","Male","M","2010","2010",488,3349707,14.6
"Washington","53","Male","M","2011","2011",496,3409682,14.5
"Washington","53","Male","M","2012","2012",568,3441550,16.5
"Washington","53","Male","M","2013","2013",520,3482670,14.9
"Washington","53","Male","M","2014","2014",570,3529935,16.1
"Washington","53","Male","M","2015","2015",571,3584998,15.9
"Washington","53","Male","M","2016","2016",567,3641400,15.6
"West Virginia","54","Female","F","1999","1999",35,931809,3.8
"West Virginia","54","Female","F","2000","2000",35,929174,3.8
"West Virginia","54","Female","F","2001","2001",36,923643,3.9
"West Virginia","54","Female","F","2002","2002",32,923841,3.5
"West Virginia","54","Female","F","2003","2003",40,925835,4.3
"West Virginia","54","Female","F","2004","2004",37,927027,4
"West Virginia","54","Female","F","2005","2005",45,927690,4.9
"West Virginia","54","Female","F","2006","2006",53,930605,5.7
"West Virginia","54","Female","F","2007","2007",34,932683,3.6
"West Virginia","54","Female","F","2008","2008",44,934911,4.7
"West Virginia","54","Female","F","2009","2009",38,937434,4.1
"West Virginia","54","Female","F","2010","2010",35,939408,3.7
"West Virginia","54","Female","F","2011","2011",51,940283,5.4
"West Virginia","54","Female","F","2012","2012",51,940008,5.4
"West Virginia","54","Female","F","2013","2013",29,938728,3.1
"West Virginia","54","Female","F","2014","2014",52,936411,5.6
"West Virginia","54","Female","F","2015","2015",41,933068,4.4
"West Virginia","54","Female","F","2016","2016",51,925159,5.5
"West Virginia","54","Male","M","1999","1999",207,879990,23.5
"West Virginia","54","Male","M","2000","2000",200,879170,22.7
"West Virginia","54","Male","M","2001","2001",209,877838,23.8
"West Virginia","54","Male","M","2002","2002",234,881573,26.5
"West Virginia","54","Male","M","2003","2003",221,886460,24.9
"West Virginia","54","Male","M","2004","2004",212,889411,23.8
"West Virginia","54","Male","M","2005","2005",213,892802,23.9
"West Virginia","54","Male","M","2006","2006",196,897307,21.8
"West Virginia","54","Male","M","2007","2007",230,901369,25.5
"West Virginia","54","Male","M","2008","2008",191,905399,21.1
"West Virginia","54","Male","M","2009","2009",213,910341,23.4
"West Virginia","54","Male","M","2010","2010",232,913586,25.4
"West Virginia","54","Male","M","2011","2011",219,915081,23.9
"West Virginia","54","Male","M","2012","2012",215,915405,23.5
"West Virginia","54","Male","M","2013","2013",241,915576,26.3
"West Virginia","54","Male","M","2014","2014",224,913915,24.5
"West Virginia","54","Male","M","2015","2015",224,911060,24.6
"West Virginia","54","Male","M","2016","2016",268,905943,29.6
"Wisconsin","55","Female","F","1999","1999",47,2701525,1.7
"Wisconsin","55","Female","F","2000","2000",50,2714634,1.8
"Wisconsin","55","Female","F","2001","2001",45,2733647,1.6
"Wisconsin","55","Female","F","2002","2002",52,2751697,1.9
"Wisconsin","55","Female","F","2003","2003",54,2766901,2
"Wisconsin","55","Female","F","2004","2004",55,2782678,2
"Wisconsin","55","Female","F","2005","2005",45,2797061,1.6
"Wisconsin","55","Female","F","2006","2006",46,2812276,1.6
"Wisconsin","55","Female","F","2007","2007",70,2827782,2.5
"Wisconsin","55","Female","F","2008","2008",62,2842268,2.2
"Wisconsin","55","Female","F","2009","2009",68,2856103,2.4
"Wisconsin","55","Female","F","2010","2010",49,2864586,1.7
"Wisconsin","55","Female","F","2011","2011",51,2875675,1.8
"Wisconsin","55","Female","F","2012","2012",42,2883326,1.5
"Wisconsin","55","Female","F","2013","2013",62,2890553,2.1
"Wisconsin","55","Female","F","2014","2014",63,2898057,2.2
"Wisconsin","55","Female","F","2015","2015",70,2903737,2.4
"Wisconsin","55","Female","F","2016","2016",81,2905282,2.8
"Wisconsin","55","Male","M","1999","1999",395,2631141,15
"Wisconsin","55","Male","M","2000","2000",379,2649041,14.3
"Wisconsin","55","Male","M","2001","2001",421,2673188,15.7
"Wisconsin","55","Male","M","2002","2002",386,2693465,14.3
"Wisconsin","55","Male","M","2003","2003",407,2712302,15
"Wisconsin","55","Male","M","2004","2004",352,2731348,12.9
"Wisconsin","55","Male","M","2005","2005",423,2749105,15.4
"Wisconsin","55","Male","M","2006","2006",368,2765379,13.3
"Wisconsin","55","Male","M","2007","2007",408,2782993,14.7
"Wisconsin","55","Male","M","2008","2008",371,2798728,13.3
"Wisconsin","55","Male","M","2009","2009",381,2813161,13.5
"Wisconsin","55","Male","M","2010","2010",439,2822400,15.6
"Wisconsin","55","Male","M","2011","2011",390,2836092,13.8
"Wisconsin","55","Male","M","2012","2012",433,2843072,15.2
"Wisconsin","55","Male","M","2013","2013",500,2852160,17.5
"Wisconsin","55","Male","M","2014","2014",416,2859507,14.5
"Wisconsin","55","Male","M","2015","2015",537,2867600,18.7
"Wisconsin","55","Male","M","2016","2016",568,2873426,19.8
"Wyoming","56","Female","F","1999","1999",11,244518,"Unreliable"
"Wyoming","56","Female","F","2000","2000",11,245408,"Unreliable"
"Wyoming","56","Female","F","2002","2002",14,247785,"Unreliable"
"Wyoming","56","Female","F","2005","2005",17,253726,"Unreliable"
"Wyoming","56","Female","F","2006","2006",10,257361,"Unreliable"
"Wyoming","56","Female","F","2008","2008",12,267982,"Unreliable"
"Wyoming","56","Female","F","2009","2009",13,274046,"Unreliable"
"Wyoming","56","Female","F","2010","2010",16,276189,"Unreliable"
"Wyoming","56","Female","F","2011","2011",13,278401,"Unreliable"
"Wyoming","56","Female","F","2012","2012",14,282131,"Unreliable"
"Wyoming","56","Female","F","2013","2013",14,285380,"Unreliable"
"Wyoming","56","Female","F","2014","2014",17,286111,"Unreliable"
"Wyoming","56","Female","F","2015","2015",17,287206,"Unreliable"
"Wyoming","56","Female","F","2016","2016",16,286559,"Unreliable"
"Wyoming","56","Male","M","1999","1999",61,247262,24.7
"Wyoming","56","Male","M","2000","2000",47,248374,18.9
"Wyoming","56","Male","M","2001","2001",61,249330,24.5
"Wyoming","56","Male","M","2002","2002",80,252232,31.7
"Wyoming","56","Male","M","2003","2003",81,254325,31.8
"Wyoming","56","Male","M","2004","2004",47,257600,18.2
"Wyoming","56","Male","M","2005","2005",54,260431,20.7
"Wyoming","56","Male","M","2006","2006",69,265306,26
"Wyoming","56","Male","M","2007","2007",66,272100,24.3
"Wyoming","56","Male","M","2008","2008",79,278061,28.4
"Wyoming","56","Male","M","2009","2009",83,285805,29
"Wyoming","56","Male","M","2010","2010",76,287437,26.4
"Wyoming","56","Male","M","2011","2011",83,289757,28.6
"Wyoming","56","Male","M","2012","2012",101,294281,34.3
"Wyoming","56","Male","M","2013","2013",86,297278,28.9
"Wyoming","56","Male","M","2014","2014",73,298042,24.5
"Wyoming","56","Male","M","2015","2015",95,298901,31.8
"Wyoming","56","Male","M","2016","2016",84,298942,28.1
