"Year","Year Code","Five-Year Age Groups","Five-Year Age Groups Code","Gender","Gender Code","Deaths","Population","Crude Rate"
"2008","2008","70-74 years","70-74","Male","M",820,4054996,20.2
"2008","2008","75-79 years","75-79","Female","F",53,4178497,1.3
"2008","2008","75-79 years","75-79","Male","M",786,3167246,24.8
"2008","2008","80-84 years","80-84","Female","F",54,3477946,1.6
"2008","2008","80-84 years","80-84","Male","M",714,2252413,31.7
"2008","2008","85-89 years","85-89","Female","F",23,0,0
"2008","2008","85-89 years","85-89","Male","M",408,0,0
"2008","2008","90-94 years","90-94","Female","F",8,0,0
"2008","2008","90-94 years","90-94","Male","M",136,0,0
"2008","2008","95-99 years","95-99","Female","F",4,0,0
"2008","2008","95-99 years","95-99","Male","M",21,0,0
"2008","2008","100+ years","100+","Female","F",0,0,0
"2008","2008","100+ years","100+","Male","M",3,0,0
"2008","2008","Not Stated","NS","Female","F",0,0,0
"2008","2008","Not Stated","NS","Male","M",0,0,0
"2009","2009","< 1 year","1","Female","F",0,1959169,0
"2009","2009","< 1 year","1","Male","M",0,2044418,0
"2009","2009","1-4 years","1-4","Female","F",0,7943260,0
"2009","2009","1-4 years","1-4","Male","M",0,8297671,0
"2009","2009","5-9 years","5-9","Female","F",0,9874744,0
"2009","2009","5-9 years","5-9","Male","M",0,10307755,0
"2009","2009","10-14 years","10-14","Female","F",11,10088732,0
"2009","2009","10-14 years","10-14","Male","M",53,10571832,0.5
"2009","2009","15-19 years","15-19","Female","F",81,10804571,0.7
"2009","2009","15-19 years","15-19","Male","M",655,11388239,5.8
"2009","2009","20-24 years","20-24","Female","F",124,10459413,1.2
"2009","2009","20-24 years","20-24","Male","M",1142,10924709,10.5
"2009","2009","25-29 years","25-29","Female","F",174,10466871,1.7
"2009","2009","25-29 years","25-29","Male","M",1083,10611357,10.2
"2009","2009","30-34 years","30-34","Female","F",176,9800559,1.8
"2009","2009","30-34 years","30-34","Male","M",946,9844555,9.6
"2009","2009","35-39 years","35-39","Female","F",197,10292169,1.9
"2009","2009","35-39 years","35-39","Male","M",1154,10215627,11.3
"2009","2009","40-44 years","40-44","Female","F",245,10549441,2.3
"2009","2009","40-44 years","40-44","Male","M",1278,10430574,12.3
"2009","2009","45-49 years","45-49","Female","F",312,11576574,2.7
"2009","2009","45-49 years","45-49","Male","M",1571,11285671,13.9
"2009","2009","50-54 years","50-54","Female","F",352,11221280,3.1
"2009","2009","50-54 years","50-54","Male","M",1740,10783563,16.1
"2009","2009","55-59 years","55-59","Female","F",244,9946217,2.5
"2009","2009","55-59 years","55-59","Male","M",1570,9334386,16.8
"2009","2009","60-64 years ","60-64","Female","F",183,8383324,2.2
"2009","2009","60-64 years ","60-64","Male","M",1194,7741673,15.4
"2009","2009","65-69 years","65-69","Female","F",115,6407878,1.8
"2009","2009","65-69 years","65-69","Male","M",1010,5684499,17.8
"2009","2009","70-74 years","70-74","Female","F",86,4967279,1.7
"2009","2009","70-74 years","70-74","Male","M",824,4173443,19.7
"2009","2009","75-79 years","75-79","Female","F",58,4135780,1.4
"2009","2009","75-79 years","75-79","Male","M",786,3159284,24.9
"2009","2009","80-84 years","80-84","Female","F",45,3454860,1.3
"2009","2009","80-84 years","80-84","Male","M",702,2272851,30.9
"2009","2009","85-89 years","85-89","Female","F",20,0,0
"2009","2009","85-89 years","85-89","Male","M",418,0,0
"2009","2009","90-94 years","90-94","Female","F",4,0,0
"2009","2009","90-94 years","90-94","Male","M",158,0,0
"2009","2009","95-99 years","95-99","Female","F",1,0,0
"2009","2009","95-99 years","95-99","Male","M",21,0,0
"2009","2009","100+ years","100+","Female","F",0,0,0
"2009","2009","100+ years","100+","Male","M",0,0,0
"2009","2009","Not Stated","NS","Female","F",0,0,0
"2009","2009","Not Stated","NS","Male","M",2,0,0
"2010","2010","< 1 year","1","Female","F",0,1929877,0
"2010","2010","< 1 year","1","Male","M",0,2014276,0
"2010","2010","1-4 years","1-4","Female","F",0,7952058,0
"2010","2010","1-4 years","1-4","Male","M",0,8305151,0
"2010","2010","5-9 years","5-9","Female","F",0,9959019,0
"2010","2010","5-9 years","5-9","Male","M",1,10389638,0
"2010","2010","10-14 years","10-14","Female","F",12,10097332,0
"2010","2010","10-14 years","10-14","Male","M",68,10579862,0.6
"2010","2010","15-19 years","15-19","Female","F",67,10736677,0.6
"2010","2010","15-19 years","15-19","Male","M",601,11303666,5.3
"2010","2010","20-24 years","20-24","Female","F",135,10571823,1.3
"2010","2010","20-24 years","20-24","Male","M",1243,11014176,11.3
"2010","2010","25-29 years","25-29","Female","F",161,10466258,1.5
"2010","2010","25-29 years","25-29","Male","M",1228,10635591,11.5
"2010","2010","30-34 years","30-34","Female","F",148,9965599,1.5
"2010","2010","30-34 years","30-34","Male","M",1057,9996500,10.6
"2010","2010","35-39 years","35-39","Female","F",207,10137620,2
"2010","2010","35-39 years","35-39","Male","M",1157,10042022,11.5
"2010","2010","40-44 years","40-44","Female","F",259,10496987,2.5
"2010","2010","40-44 years","40-44","Male","M",1291,10393977,12.4
"2010","2010","45-49 years","45-49","Female","F",282,11499506,2.5
"2010","2010","45-49 years","45-49","Male","M",1677,11209085,15
"2010","2010","50-54 years","50-54","Female","F",322,11364851,2.8
"2010","2010","50-54 years","50-54","Male","M",1811,10933274,16.6
"2010","2010","55-59 years","55-59","Female","F",274,10141157,2.7
"2010","2010","55-59 years","55-59","Male","M",1623,9523648,17
"2010","2010","60-64 years ","60-64","Female","F",219,8740424,2.5
"2010","2010","60-64 years ","60-64","Male","M",1271,8077500,15.7
"2010","2010","65-69 years","65-69","Female","F",132,6582716,2
"2010","2010","65-69 years","65-69","Male","M",989,5852547,16.9
"2010","2010","70-74 years","70-74","Female","F",77,5034194,1.5
"2010","2010","70-74 years","70-74","Male","M",855,4243972,20.1
"2010","2010","75-79 years","75-79","Female","F",65,4135407,1.6
"2010","2010","75-79 years","75-79","Male","M",773,3182388,24.3
"2010","2010","80-84 years","80-84","Female","F",40,3448953,1.2
"2010","2010","80-84 years","80-84","Male","M",666,2294374,29
"2010","2010","85-89 years","85-89","Female","F",20,0,0
"2010","2010","85-89 years","85-89","Male","M",472,0,0
"2010","2010","90-94 years","90-94","Female","F",7,0,0
"2010","2010","90-94 years","90-94","Male","M",148,0,0
"2010","2010","95-99 years","95-99","Female","F",3,0,0
"2010","2010","95-99 years","95-99","Male","M",26,0,0
"2010","2010","100+ years","100+","Female","F",0,0,0
"2010","2010","100+ years","100+","Male","M",3,0,0
"2010","2010","Not Stated","NS","Female","F",0,0,0
"2010","2010","Not Stated","NS","Male","M",2,0,0
"2011","2011","< 1 year","1","Female","F",0,1952827,0
"2011","2011","< 1 year","1","Male","M",0,2043710,0
"2011","2011","1-4 years","1-4","Female","F",0,7909731,0
"2011","2011","1-4 years","1-4","Male","M",0,8255790,0
"2011","2011","5-9 years","5-9","Female","F",0,9950009,0
"2011","2011","5-9 years","5-9","Male","M",1,10384187,0
"2011","2011","10-14 years","10-14","Female","F",11,10117822,0
"2011","2011","10-14 years","10-14","Male","M",80,10587030,0.8
"2011","2011","15-19 years","15-19","Female","F",84,10525097,0.8
"2011","2011","15-19 years","15-19","Male","M",674,11118946,6.1
"2011","2011","20-24 years","20-24","Female","F",148,10841132,1.4
"2011","2011","20-24 years","20-24","Male","M",1262,11312700,11.2
"2011","2011","25-29 years","25-29","Female","F",189,10518279,1.8
"2011","2011","25-29 years","25-29","Male","M",1261,10761515,11.7
"2011","2011","30-34 years","30-34","Female","F",200,10228056,2
"2011","2011","30-34 years","30-34","Male","M",1090,10282648,10.6
"2011","2011","35-39 years","35-39","Female","F",214,9832998,2.2
"2011","2011","35-39 years","35-39","Male","M",1102,9761311,11.3
"2011","2011","40-44 years","40-44","Female","F",252,10571486,2.4
"2011","2011","40-44 years","40-44","Male","M",1269,10462159,12.1
"2011","2011","45-49 years","45-49","Female","F",355,11205304,3.2
"2011","2011","45-49 years","45-49","Male","M",1564,10952701,14.3
"2011","2011","50-54 years","50-54","Female","F",364,11493652,3.2
"2011","2011","50-54 years","50-54","Male","M",1817,11066546,16.4
"2011","2011","55-59 years","55-59","Female","F",254,10439497,2.4
"2011","2011","55-59 years","55-59","Male","M",1703,9816051,17.3
"2011","2011","60-64 years ","60-64","Female","F",214,9264438,2.3
"2011","2011","60-64 years ","60-64","Male","M",1351,8542154,15.8
"2011","2011","65-69 years","65-69","Female","F",143,6801858,2.1
"2011","2011","65-69 years","65-69","Male","M",1042,6071930,17.2
"2011","2011","70-74 years","70-74","Female","F",100,5203567,1.9
"2011","2011","70-74 years","70-74","Male","M",874,4404383,19.8
"2011","2011","75-79 years","75-79","Female","F",55,4155949,1.3
"2011","2011","75-79 years","75-79","Male","M",791,3232738,24.5
"2011","2011","80-84 years","80-84","Female","F",47,3446248,1.4
"2011","2011","80-84 years","80-84","Male","M",770,2340295,32.9
"2011","2011","85-89 years","85-89","Female","F",27,0,0
"2011","2011","85-89 years","85-89","Male","M",468,0,0
"2011","2011","90-94 years","90-94","Female","F",9,0,0
"2011","2011","90-94 years","90-94","Male","M",163,0,0
"2011","2011","95-99 years","95-99","Female","F",2,0,0
"2011","2011","95-99 years","95-99","Male","M",31,0,0
"2011","2011","100+ years","100+","Female","F",1,0,0
"2011","2011","100+ years","100+","Male","M",3,0,0
"2011","2011","Not Stated","NS","Female","F",1,0,0
"2011","2011","Not Stated","NS","Male","M",4,0,0
"2012","2012","< 1 year","1","Female","F",0,1926339,0
"2012","2012","< 1 year","1","Male","M",0,2016738,0
"2012","2012","1-4 years","1-4","Female","F",0,7856870,0
"2012","2012","1-4 years","1-4","Male","M",0,8199397,0
"2012","2012","5-9 years","5-9","Female","F",0,10016343,0
"2012","2012","5-9 years","5-9","Male","M",1,10459193,0
"2012","2012","10-14 years","10-14","Female","F",14,10102004,0
"2012","2012","10-14 years","10-14","Male","M",90,10567214,0.9
"2012","2012","15-19 years","15-19","Female","F",97,10397841,0.9
"2012","2012","15-19 years","15-19","Male","M",659,10962861,6
"2012","2012","20-24 years","20-24","Female","F",145,11033747,1.3
"2012","2012","20-24 years","20-24","Male","M",1317,11549456,11.4
"2012","2012","25-29 years","25-29","Female","F",189,10553440,1.8
"2012","2012","25-29 years","25-29","Male","M",1254,10844886,11.6
"2012","2012","30-34 years","30-34","Female","F",206,10417089,2
"2012","2012","30-34 years","30-34","Male","M",1111,10493906,10.6
"2012","2012","35-39 years","35-39","Female","F",224,9773586,2.3
"2012","2012","35-39 years","35-39","Male","M",1123,9714613,11.6
"2012","2012","40-44 years","40-44","Female","F",261,10569227,2.5
"2012","2012","40-44 years","40-44","Male","M",1316,10458994,12.6
"2012","2012","45-49 years","45-49","Female","F",344,10962854,3.1
"2012","2012","45-49 years","45-49","Male","M",1499,10726625,14
"2012","2012","50-54 years","50-54","Female","F",377,11499014,3.3
"2012","2012","50-54 years","50-54","Male","M",1893,11080245,17.1
"2012","2012","55-59 years","55-59","Female","F",290,10704108,2.7
"2012","2012","55-59 years","55-59","Male","M",1817,10068409,18
"2012","2012","60-64 years ","60-64","Female","F",203,9279200,2.2
"2012","2012","60-64 years ","60-64","Male","M",1437,8534485,16.8
"2012","2012","65-69 years","65-69","Female","F",157,7370497,2.1
"2012","2012","65-69 years","65-69","Male","M",1129,6606856,17.1
"2012","2012","70-74 years","70-74","Female","F",90,5412033,1.7
"2012","2012","70-74 years","70-74","Male","M",917,4596006,20
"2012","2012","75-79 years","75-79","Female","F",64,4198131,1.5
"2012","2012","75-79 years","75-79","Male","M",865,3291452,26.3
"2012","2012","80-84 years","80-84","Female","F",50,3426353,1.5
"2012","2012","80-84 years","80-84","Male","M",759,2356698,32.2
"2012","2012","85-89 years","85-89","Female","F",35,0,0
"2012","2012","85-89 years","85-89","Male","M",503,0,0
"2012","2012","90-94 years","90-94","Female","F",7,0,0
"2012","2012","90-94 years","90-94","Male","M",177,0,0
"2012","2012","95-99 years","95-99","Female","F",2,0,0
"2012","2012","95-99 years","95-99","Male","M",40,0,0
"2012","2012","100+ years","100+","Female","F",0,0,0
"2012","2012","100+ years","100+","Male","M",1,0,0
"2012","2012","Not Stated","NS","Female","F",1,0,0
"2012","2012","Not Stated","NS","Male","M",2,0,0
"2013","2013","< 1 year","1","Female","F",0,1925056,0
"2013","2013","< 1 year","1","Male","M",0,2016727,0
"2013","2013","1-4 years","1-4","Female","F",0,7790614,0
"2013","2013","1-4 years","1-4","Male","M",0,8135691,0
"2013","2013","5-9 years","5-9","Female","F",0,10061607,0
"2013","2013","5-9 years","5-9","Male","M",1,10508974,0
"2013","2013","10-14 years","10-14","Female","F",22,10097931,0.2
"2013","2013","10-14 years","10-14","Male","M",115,10552523,1.1
"2013","2013","15-19 years","15-19","Female","F",90,10312774,0.9
"2013","2013","15-19 years","15-19","Male","M",649,10846190,6
"2013","2013","20-24 years","20-24","Female","F",183,11116473,1.6
"2013","2013","20-24 years","20-24","Male","M",1288,11678965,11
"2013","2013","25-29 years","25-29","Female","F",193,10620319,1.8
"2013","2013","25-29 years","25-29","Male","M",1300,10959879,11.9
"2013","2013","30-34 years","30-34","Female","F",228,10582777,2.2
"2013","2013","30-34 years","30-34","Male","M",1176,10681612,11
"2013","2013","35-39 years","35-39","Female","F",200,9818501,2
"2013","2013","35-39 years","35-39","Male","M",1157,9785269,11.8
"2013","2013","40-44 years","40-44","Female","F",273,10488928,2.6
"2013","2013","40-44 years","40-44","Male","M",1318,10359992,12.7
"2013","2013","45-49 years","45-49","Female","F",333,10710188,3.1
"2013","2013","45-49 years","45-49","Male","M",1475,10498118,14.1
"2013","2013","50-54 years","50-54","Female","F",371,11488260,3.2
"2013","2013","50-54 years","50-54","Male","M",1878,11070966,17
"2013","2013","55-59 years","55-59","Female","F",352,10912048,3.2
"2013","2013","55-59 years","55-59","Male","M",1760,10282382,17.1
"2013","2013","60-64 years ","60-64","Female","F",242,9447628,2.6
"2013","2013","60-64 years ","60-64","Male","M",1455,8674373,16.8
"2013","2013","65-69 years","65-69","Female","F",195,7695527,2.5
"2013","2013","65-69 years","65-69","Male","M",1184,6913190,17.1
"2013","2013","70-74 years","70-74","Female","F",94,5723597,1.6
"2013","2013","70-74 years","70-74","Male","M",1083,4884452,22.2
"2013","2013","75-79 years","75-79","Female","F",69,4287534,1.6
"2013","2013","75-79 years","75-79","Male","M",852,3390347,25.1
"2013","2013","80-84 years","80-84","Female","F",50,3398468,1.5
"2013","2013","80-84 years","80-84","Male","M",788,2370170,33.2
"2013","2013","85-89 years","85-89","Female","F",22,0,0
"2013","2013","85-89 years","85-89","Male","M",519,0,0
"2013","2013","90-94 years","90-94","Female","F",15,0,0
"2013","2013","90-94 years","90-94","Male","M",212,0,0
"2013","2013","95-99 years","95-99","Female","F",2,0,0
"2013","2013","95-99 years","95-99","Male","M",27,0,0
"2013","2013","100+ years","100+","Female","F",0,0,0
"2013","2013","100+ years","100+","Male","M",1,0,0
"2013","2013","Not Stated","NS","Female","F",0,0,0
"2013","2013","Not Stated","NS","Male","M",3,0,0
"2014","2014","< 1 year","1","Female","F",0,1930493,0
"2014","2014","< 1 year","1","Male","M",0,2017857,0
"2014","2014","1-4 years","1-4","Female","F",0,7790662,0
"2014","2014","1-4 years","1-4","Male","M",0,8137871,0
"2014","2014","5-9 years","5-9","Female","F",0,10041137,0
"2014","2014","5-9 years","5-9","Male","M",0,10478429,0
"2014","2014","10-14 years","10-14","Female","F",38,10120287,0.4
"2014","2014","10-14 years","10-14","Male","M",136,10551219,1.3
"2014","2014","15-19 years","15-19","Female","F",81,10283624,0.8
"2014","2014","15-19 years","15-19","Male","M",677,10784023,6.3
"2014","2014","20-24 years","20-24","Female","F",182,11172747,1.6
"2014","2014","20-24 years","20-24","Male","M",1340,11739427,11.4
"2014","2014","25-29 years","25-29","Female","F",193,10826549,1.8
"2014","2014","25-29 years","25-29","Male","M",1256,11161389,11.3
"2014","2014","30-34 years","30-34","Female","F",201,10719741,1.9
"2014","2014","30-34 years","30-34","Male","M",1184,10808825,11
"2014","2014","35-39 years","35-39","Female","F",205,9981814,2.1
"2014","2014","35-39 years","35-39","Male","M",1136,9939836,11.4
"2014","2014","40-44 years","40-44","Female","F",288,10372090,2.8
"2014","2014","40-44 years","40-44","Male","M",1210,10219393,11.8
"2014","2014","45-49 years","45-49","Female","F",332,10540579,3.1
"2014","2014","45-49 years","45-49","Male","M",1456,10347463,14.1
"2014","2014","50-54 years","50-54","Female","F",439,11493228,3.8
"2014","2014","50-54 years","50-54","Male","M",1733,11077581,15.6
"2014","2014","55-59 years","55-59","Female","F",354,11067461,3.2
"2014","2014","55-59 years","55-59","Male","M",1796,10443988,17.2
"2014","2014","60-64 years ","60-64","Female","F",233,9688238,2.4
"2014","2014","60-64 years ","60-64","Male","M",1539,8877894,17.3
"2014","2014","65-69 years","65-69","Female","F",172,8076160,2.1
"2014","2014","65-69 years","65-69","Male","M",1250,7249106,17.2
"2014","2014","70-74 years","70-74","Female","F",117,5973085,2
"2014","2014","70-74 years","70-74","Male","M",1177,5099939,23.1
"2014","2014","75-79 years","75-79","Female","F",72,4410758,1.6
"2014","2014","75-79 years","75-79","Male","M",871,3511566,24.8
"2014","2014","80-84 years","80-84","Female","F",58,3378554,1.7
"2014","2014","80-84 years","80-84","Male","M",779,2381812,32.7
"2014","2014","85-89 years","85-89","Female","F",27,0,0
"2014","2014","85-89 years","85-89","Male","M",561,0,0
"2014","2014","90-94 years","90-94","Female","F",7,0,0
"2014","2014","90-94 years","90-94","Male","M",229,0,0
"2014","2014","95-99 years","95-99","Female","F",2,0,0
"2014","2014","95-99 years","95-99","Male","M",51,0,0
"2014","2014","100+ years","100+","Female","F",1,0,0
"2014","2014","100+ years","100+","Male","M",2,0,0
"2014","2014","Not Stated","NS","Female","F",1,0,0
"2014","2014","Not Stated","NS","Male","M",0,0,0
"2015","2015","< 1 year","1","Female","F",0,1942904,0
"2015","2015","< 1 year","1","Male","M",0,2035134,0
"2015","2015","1-4 years","1-4","Female","F",0,7786776,0
"2015","2015","1-4 years","1-4","Male","M",0,8142467,0
"2015","2015","5-9 years","5-9","Female","F",0,10028044,0
"2015","2015","5-9 years","5-9","Male","M",1,10459132,0
"2015","2015","10-14 years","10-14","Female","F",29,10101942,0.3
"2015","2015","10-14 years","10-14","Male","M",110,10520388,1
"2015","2015","15-19 years","15-19","Female","F",115,10311036,1.1
"2015","2015","15-19 years","15-19","Male","M",762,10797867,7.1
"2015","2015","20-24 years","20-24","Female","F",176,11071459,1.6
"2015","2015","20-24 years","20-24","Male","M",1408,11667854,12.1
"2015","2015","25-29 years","25-29","Female","F",201,11052155,1.8
"2015","2015","25-29 years","25-29","Male","M",1370,11409399,12
"2015","2015","30-34 years","30-34","Female","F",259,10785909,2.4
"2015","2015","30-34 years","30-34","Male","M",1288,10889739,11.8
"2015","2015","35-39 years","35-39","Female","F",251,10201161,2.5
"2015","2015","35-39 years","35-39","Male","M",1146,10173424,11.3
"2015","2015","40-44 years","40-44","Female","F",255,10185045,2.5
"2015","2015","40-44 years","40-44","Male","M",1300,10030153,13
"2015","2015","45-49 years","45-49","Female","F",318,10518915,3
"2015","2015","45-49 years","45-49","Male","M",1368,10334929,13.2
"2015","2015","50-54 years","50-54","Female","F",384,11370470,3.4
"2015","2015","50-54 years","50-54","Male","M",1812,10963847,16.5
"2015","2015","55-59 years","55-59","Female","F",358,11210375,3.2
"2015","2015","55-59 years","55-59","Male","M",1812,10597567,17.1
"2015","2015","60-64 years ","60-64","Female","F",290,9952697,2.9
"2015","2015","60-64 years ","60-64","Male","M",1491,9117180,16.4
"2015","2015","65-69 years","65-69","Female","F",175,8471278,2.1
"2015","2015","65-69 years","65-69","Male","M",1343,7596190,17.7
"2015","2015","70-74 years","70-74","Female","F",114,6186891,1.8
"2015","2015","70-74 years","70-74","Male","M",1147,5296158,21.7
"2015","2015","75-79 years","75-79","Female","F",90,4512927,2
"2015","2015","75-79 years","75-79","Male","M",951,3610906,26.3
"2015","2015","80-84 years","80-84","Female","F",54,3386676,1.6
"2015","2015","80-84 years","80-84","Male","M",777,2412665,32.2
"2015","2015","85-89 years","85-89","Female","F",25,0,0
"2015","2015","85-89 years","85-89","Male","M",561,0,0
"2015","2015","90-94 years","90-94","Female","F",13,0,0
"2015","2015","90-94 years","90-94","Male","M",223,0,0
"2015","2015","95-99 years","95-99","Female","F",1,0,0
"2015","2015","95-99 years","95-99","Male","M",33,0,0
"2015","2015","100+ years","100+","Female","F",0,0,0
"2015","2015","100+ years","100+","Male","M",4,0,0
"2015","2015","Not Stated","NS","Female","F",0,0,0
"2015","2015","Not Stated","NS","Male","M",3,0,0
"2016","2016","< 1 year","1","Female","F",0,1939667,0
"2016","2016","< 1 year","1","Male","M",0,2030478,0
"2016","2016","1-4 years","1-4","Female","F",0,7800517,0
"2016","2016","1-4 years","1-4","Male","M",0,8156375,0
"2016","2016","5-9 years","5-9","Female","F",0,9999876,0
"2016","2016","5-9 years","5-9","Male","M",0,10429923,0
"2016","2016","10-14 years","10-14","Female","F",34,10099501,0.3
"2016","2016","10-14 years","10-14","Male","M",126,10518732,1.2
"2016","2016","15-19 years","15-19","Female","F",130,10328153,1.3
"2016","2016","15-19 years","15-19","Male","M",812,10801846,7.5
"2016","2016","20-24 years","20-24","Female","F",205,10889963,1.9
"2016","2016","20-24 years","20-24","Male","M",1536,11491065,13.4
"2016","2016","25-29 years","25-29","Female","F",232,11259410,2.1
"2016","2016","25-29 years","25-29","Male","M",1498,11631474,12.9
"2016","2016","30-34 years","30-34","Female","F",248,10818095,2.3
"2016","2016","30-34 years","30-34","Male","M",1320,10968264,12
"2016","2016","35-39 years","35-39","Female","F",255,10397463,2.5
"2016","2016","35-39 years","35-39","Male","M",1311,10376442,12.6
"2016","2016","40-44 years","40-44","Female","F",300,9919930,3
"2016","2016","40-44 years","40-44","Male","M",1233,9776321,12.6
"2016","2016","45-49 years","45-49","Female","F",318,10571668,3
"2016","2016","45-49 years","45-49","Male","M",1428,10375955,13.8
"2016","2016","50-54 years","50-54","Female","F",394,11108872,3.5
"2016","2016","50-54 years","50-54","Male","M",1733,10730184,16.2
"2016","2016","55-59 years","55-59","Female","F",368,11296702,3.3
"2016","2016","55-59 years","55-59","Male","M",1863,10683406,17.4
"2016","2016","60-64 years ","60-64","Female","F",281,10167404,2.8
"2016","2016","60-64 years ","60-64","Male","M",1555,9315632,16.7
"2016","2016","65-69 years","65-69","Female","F",207,8883164,2.3
"2016","2016","65-69 years","65-69","Male","M",1404,7936919,17.7
"2016","2016","70-74 years","70-74","Female","F",151,6356057,2.4
"2016","2016","70-74 years","70-74","Male","M",1170,5454190,21.5
"2016","2016","75-79 years","75-79","Female","F",80,4644276,1.7
"2016","2016","75-79 years","75-79","Male","M",1016,3723619,27.3
"2016","2016","80-84 years","80-84","Female","F",53,3412384,1.6
"2016","2016","80-84 years","80-84","Male","M",807,2453255,32.9
"2016","2016","85-89 years","85-89","Female","F",22,0,0
"2016","2016","85-89 years","85-89","Male","M",560,0,0
"2016","2016","90-94 years","90-94","Female","F",13,0,0
"2016","2016","90-94 years","90-94","Male","M",233,0,0
"2016","2016","95-99 years","95-99","Female","F",0,0,0
"2016","2016","95-99 years","95-99","Male","M",38,0,0
"2016","2016","100+ years","100+","Female","F",0,0,0
"2016","2016","100+ years","100+","Male","M",2,0,0
"2016","2016","Not Stated","NS","Female","F",0,0,0
"2016","2016","Not Stated","NS","Male","M",2,0,0
